,username,public_repos,forked_repo_ratio,commit_count_last_6m,stars_total,followers,pull_requests_merged,avg_stars_per_repo,following,pull_requests_opened,issues_opened,readme_presence_ratio,cluster_label
991,jamesday,0,0.572772509737109,30,37,15,10,inf,0,0,0,0.0,Cluster_1
992,gregorybrooks,5,0.23833721062799695,19,6,42,0,14.058626648452872,0,42,4,0.0011498518275873295,Cluster_2
993,nmerritt,2,0.7939550847155906,57,196,12,4,95.43661659467013,0,0,0,0.000549092221946617,Cluster_2
994,debramoore,1,0.4864827657324229,0,4,3,0,3.3223231437216083,39,0,38,0.00010664680476935384,Cluster_3
995,simsjoshua,4,0.3340455484199596,43,4,18,3,16.552808759518843,18,10,38,0.0005034817656752952,Cluster_1
996,nbartlett,109,0.10682099296399061,2107,64,5,201,16.10721316199728,0,42,47,0.02245528133121123,Cluster_2
997,antoniomay,19,0.23884516040360693,356,592,13,32,54.522546717231336,6,7,5,0.0003990249563549042,Cluster_2
998,sdavis,3,0.9492811717559837,114,17,150,14,16.68860633286344,72,2,5,0.00036953374808486506,Cluster_3
999,michaelacosta,17,0.3050996868195266,338,116,13,40,18.755641683605802,0,0,31,0.0040876024514205295,Cluster_3
1000,davischristine,60,0.16885928936703531,1231,228,286,117,0.0,168,0,17,0.005881161470456059,Cluster_1
1001,ashepard,29,0.4606727916549932,663,143,171,60,0.0,107,21,13,0.0017343220229189672,Cluster_3
1002,tparker,8,0.3070877433602487,173,18,8,17,17.86261348702989,0,0,37,0.0005175906096200331,Cluster_2
1003,johnsonmonica,2,0.035159250271194153,12,4,3,0,0.0,0,41,44,0.00012111099429313613,Cluster_3
1004,carol33,21,0.32314521727941725,443,0,18,42,0.0,0,4,8,0.00443021263761115,Cluster_2
1005,luis53,13,0.5441086239394686,232,20,113,14,29.118926357887357,88,28,5,0.0005437155488498337,Cluster_2
1006,hunterjames,28,0.5517123720199669,534,276,9,60,34.26854870404463,42,27,2,0.002268756517450003,Cluster_1
1007,pgutierrez,19,0.3565589211768887,304,4,78,26,6.2463029317331475,8,0,0,0.002799650575822634,Cluster_1
1008,morganlee,35,0.44730275625260063,746,116,123,82,0.0,55,0,11,0.0009756253143776951,Cluster_3
1009,vross,3,0.9655179182347664,40,5,6,9,0.0,0,37,43,0.00024371403556210254,Cluster_2
1010,aodonnell,53,0.3773484772303116,1069,40,7,103,18.10791980224437,52,0,0,0.011093858637969889,Cluster_2
1011,molly69,9,0.258226813259983,128,118,58,7,12.3811255621878,64,0,0,0.0003510730173983555,Cluster_2
1012,regina91,166,0.24346704406676012,3341,10,25,333,0.0,70,78,23,0.009516963960737422,Cluster_2
1013,marshallpaul,2,0.45776461270413416,1,45,7,0,46.81549512815948,77,0,0,0.00020349309211261437,Cluster_1
1014,john80,99,0.7595201487169441,1972,15,11,198,3.783517934100775,0,78,76,0.010943318865718634,Cluster_3
1015,martineztom,9,0.2059881841884732,223,117,18,18,1.454883580165074,53,4,0,0.0006891114100425328,Cluster_1
1016,sheristewart,2,0.7092961271407681,79,50,1,11,34.57880377865262,74,0,6,0.0002801470262423115,Cluster_1
1017,danielyu,3,0.021149823349416286,58,36,63,7,31.424368263850162,0,32,29,0.0004937868285970929,Cluster_2
1018,julia84,4,0.418932977983946,0,547,9,0,116.5965387042448,0,20,0,0.0007450585843580031,Cluster_1
1019,whitemartha,13,0.7758650652027869,409,109,0,37,4.375537117556692,0,0,36,0.0011933248995451811,Cluster_3
1020,mooredonna,16,0.3387329557744314,407,9,19,39,0.0,52,0,0,0.0019677681848080256,Cluster_1
1021,brendan10,3,0.5637371014453995,96,28,6,5,18.37907664900286,0,0,38,0.0004388351733585298,Cluster_1
1022,deniseadkins,7,0.2049792328259108,102,28,252,10,16.640166457197164,216,2,0,0.000666467656423127,Cluster_3
1023,amy30,183,0.7419953911261723,3654,38,8,365,0.0,0,54,23,0.022980051563296192,Cluster_1
1024,mannkatelyn,98,0.05227910326875962,1932,3115,3,194,1.9306907675937843,47,51,2,0.009421663023209396,Cluster_1
1025,cynthia14,14,0.8525426448755004,343,64,43,43,25.207403663416585,18,3,6,0.0015469230575571446,Cluster_3
1026,maryhoffman,7,0.19819638642166815,153,0,7,14,0.0,28,0,56,0.0005972247009565744,Cluster_1
1027,andrew13,8,0.8743980317083307,120,12,6,17,6.923684100877545,0,0,10,0.0013437473226642594,Cluster_3
1028,pestrada,18,0.3525292413005173,336,1,43,34,0.0,2,0,6,0.0018153173936153104,Cluster_1
1029,fzamora,1,0.7226835744744866,76,18,4,6,21.248878104081506,44,0,0,7.373654263250307e-05,Cluster_1
1030,emily42,5,0.31922529778618847,180,0,2,17,33.02467943413716,15,34,35,0.0014851725040453602,Cluster_1
1031,mendozajamie,0,0.9059116712346476,76,6,267,7,inf,51,0,3,0.0,Cluster_1
1032,emilyedwards,13,0.12663712551837436,297,2,47,31,0.0,26,0,0,0.001172966860985805,Cluster_2
1033,theresaward,19,0.1785197892725987,367,66,13,31,23.151807317184787,0,4,14,0.0007854565501226555,Cluster_1
1034,zharris,3,0.4930301251588023,0,33,19,0,7.875044546447079,0,0,0,0.0004852669899347846,Cluster_1
1035,johnwise,78,0.08193843903814613,1574,57,42,160,21.687859505020278,0,6,1,0.006522174319577106,Cluster_3
1036,eross,1,0.19598018470176193,19,27,86,6,46.14526152358327,73,16,0,8.792558378470983e-05,Cluster_1
1037,suzanne67,0,0.9437663822120144,6,2,6,4,inf,58,0,0,0.0,Cluster_1
1038,jtorres,10,0.9764896611478872,202,83,34,20,13.999298303253944,123,0,0,0.00022144986644807334,Cluster_1
1039,angelcurry,35,0.37625932933042194,633,1053,9,67,12.29418458661381,0,0,0,0.0012441184928698224,Cluster_1
1040,xsummers,92,0.9232860210139356,1867,69,15,190,19.302989774192405,45,112,33,0.019508431574120202,Cluster_3
1041,johnsoncynthia,3,0.5448246756734317,91,15,25,13,7.3599515228812855,54,35,48,0.0006000159012202598,Cluster_2
1042,barbermeagan,37,0.26974246587376705,774,2,19,73,0.0,0,4,0,0.00492186768618753,Cluster_3
1043,cliffordtorres,6,0.7023987210805986,167,6,60,11,0.0,0,5,0,0.0008176747058888739,Cluster_2
1044,xkey,5,0.6589018065748572,130,74,41,11,34.92671138210258,0,0,38,0.00027385781049258024,Cluster_3
1045,melissadodson,27,0.9891253191087334,519,228,2,51,40.511834284591984,0,28,30,0.0021546952881923856,Cluster_2
1046,sancheztrevor,19,0.2650472874092833,376,52,2,36,0.0,11,0,0,0.0017869274370430777,Cluster_1
1047,lewischarles,0,0.6720595026617354,4,139,11,0,inf,73,0,34,0.0,Cluster_2
1048,tonyacampbell,67,0.052023755029446894,1345,118,311,143,0.0,210,47,69,0.006128851069679723,Cluster_3
1049,mitchell25,58,0.11364603869671941,1209,82,5,119,0.0,0,72,82,0.007179368279952229,Cluster_1
1050,hjohnson,2,0.003918374951093262,72,10,14,8,7.954116415260163,0,23,30,0.0004423035506990526,Cluster_3
1051,shelby67,13,0.9994606810596731,363,45,8,42,0.0,68,43,0,0.00042233506811004096,Cluster_3
1052,david93,15,0.8022736971474778,410,7,8,29,0.0,0,0,0,0.0014762245931611206,Cluster_2
1053,savannah40,10,0.7867230147335408,203,34,26,17,0.0,10,0,0,0.0011906336685541996,Cluster_2
1054,davismaria,3,0.5097260752881797,0,60,164,0,0.0,0,0,0,0.000824533979870771,Cluster_3
1055,tkirby,2,0.30006708290543993,101,679,39,8,326.56626293873217,77,3,0,0.0002566925505220482,Cluster_1
1056,stuarthardin,7,0.15126428446267592,112,3,6,10,0.0,0,14,0,0.0010403001474349285,Cluster_2
1057,uwilliams,42,0.28467473884646366,799,78,1248,87,0.0,541,11,10,0.0003959278511393594,Cluster_2
1058,samantha61,16,0.3759712219291391,300,476,22,33,15.485017438320549,63,0,0,0.002333742687292324,Cluster_3
1059,brittanymathews,4,0.756310096980294,57,129,8,10,39.76227754291315,100,39,11,0.0004582028696328892,Cluster_2
1060,wheelerkevin,23,0.5396617889031524,490,148,167,49,18.305562336661964,68,30,10,0.000820334311767027,Cluster_3
1061,moorekaitlyn,0,0.07748362655548269,0,95,9,0,inf,2,39,60,0.0,Cluster_1
1062,cruzpeggy,41,0.01802900895891224,766,342,243,66,3.6325742571639656,166,0,54,0.0055430449240472714,Cluster_1
1063,robinrobinson,0,0.10233217953406315,17,4,5,0,inf,16,0,0,0.0,Cluster_2
1064,mjackson,4,0.41049871369737934,111,2,171,12,0.0,66,38,31,0.00042497216538125895,Cluster_1
1065,nancyprice,1,0.9331929170490183,52,32,27,5,15.740106811801262,0,0,0,8.423987429309463e-05,Cluster_1
1066,robert17,1,0.6374024812092216,0,0,139,0,14.072077361574722,0,0,19,4.7606318275502116e-05,Cluster_2
1067,sanchezkristina,42,0.8018258998755151,791,303,348,77,0.0,185,6,0,0.005674632598969072,Cluster_2
1068,debbie10,3,0.46637459450454855,34,298,3,13,97.71883456707448,0,1,0,0.0001394039795922901,Cluster_1
1069,keith76,12,0.3616660831950428,251,15,136,20,0.0,46,36,71,0.001974674276698077,Cluster_3
1070,gcunningham,6,0.10840037271662273,194,16,2,24,14.649308694164516,0,0,0,0.001203309135751275,Cluster_2
1071,nicholas31,15,0.875933022186205,197,29,4,19,0.0,0,31,0,0.0013616300021969045,Cluster_2
1072,dianamullins,8,0.7831600290279028,148,36,6,14,4.749614109718791,33,18,29,5.0343128729762075e-05,Cluster_2
1073,lyonsjohn,1,0.1681180975977251,0,41,42,5,47.85968682718214,65,0,0,0.00012182049031302203,Cluster_1
1074,umoore,32,0.5122605638762605,557,90,21,63,0.0,0,0,0,0.00020023114168875512,Cluster_3
1075,arice,3,0.4873748079212449,108,24,15,9,0.0,0,0,68,0.00017247589087482238,Cluster_3
1076,josephmiller,0,0.6250915526865286,27,180,25,6,inf,0,0,18,0.0,Cluster_2
1077,johnrodriguez,3,0.9461868939912612,82,73,48,10,34.61627148601942,70,0,0,5.807029261839993e-05,Cluster_3
1078,emily13,70,0.5797714417624796,1446,11,54,144,3.807129079396855,28,80,30,0.005853391380872344,Cluster_3
1079,tonya51,26,0.5402172667786186,496,366,103,50,25.286008135919225,69,12,18,0.003649424322294836,Cluster_1
1080,jacksonchris,4,0.050322932934663944,58,2,307,2,0.0,171,0,0,0.0007951372828905557,Cluster_2
1081,brandy39,4,0.06290747601802393,189,28,19,17,0.0,0,59,22,0.0002646882790065441,Cluster_1
1082,daniel33,4,0.1873467913267889,67,188,9,3,48.69011611513579,0,0,0,0.0002351332191527826,Cluster_2
1083,carolinemitchell,166,0.03247077169174828,3356,9,50,340,0.0,0,54,37,0.015170287678005151,Cluster_2
1084,brownrobert,13,0.7433528955700124,260,57,3,25,0.0,57,43,22,0.0009680551585989342,Cluster_2
1085,davissummer,14,0.7233303039939631,187,88,7,12,24.931281382241757,0,26,0,0.001548331083522936,Cluster_1
1086,emilyhess,34,0.13605623443164294,577,7,89,54,3.987873488278201,23,13,30,0.00016168577044763525,Cluster_2
1087,lfisher,10,0.8360789007952809,171,29,16,1,0.0,0,29,0,0.00034328057526086423,Cluster_2
1088,edwardsjames,5,0.15478603484611198,152,24,3,12,0.0,0,11,0,0.0003764006522150873,Cluster_2
1089,christopher24,5,0.3011755869973588,139,12,2,14,14.818431137783298,0,0,0,0.0006374969111835537,Cluster_1
1090,bettybaker,6,0.248976899161365,165,2086,21,15,351.90608537966637,94,0,25,0.00039826010467366486,Cluster_3
1091,sharonbradshaw,6,0.3723070985730478,70,8,111,16,0.0,88,0,0,0.0007006969107518341,Cluster_1
1092,masondiane,22,0.25466376588996187,520,202,109,54,0.0,28,43,36,0.002129015733115535,Cluster_3
1093,hcolon,7,0.48895092643845206,91,16,23,11,39.92175093851728,65,0,8,0.0013322709495361133,Cluster_1
1094,aprice,22,0.4074078813546854,450,4,408,36,0.0,196,24,0,0.001647783824502584,Cluster_1
1095,james09,6,0.9865694907793265,119,39,17,10,17.053930066002458,76,8,3,0.00031287376631647086,Cluster_3
1096,curtisaustin,8,0.055926350128225666,151,106,16,12,43.463858646763484,118,0,0,0.0006668822493764079,Cluster_3
1097,umorgan,0,0.14218137638735162,66,173,0,2,inf,51,0,8,0.0,Cluster_2
1098,christopher27,29,0.052825893908602484,544,551,10,50,6.991266470655907,9,25,0,0.006997366590034893,Cluster_2
1099,joseph34,12,0.6258411949823758,172,6643,72,8,525.0623524994191,70,0,29,0.0017935931666449364,Cluster_2
1100,icarroll,33,0.05450927741371958,660,51,209,59,0.0,105,5,0,0.00124374564321355,Cluster_1
1101,amanda58,0,0.8364397373761233,0,10,5,4,inf,0,11,0,0.0,Cluster_1
1102,sarahstewart,169,0.5119386306819278,3548,74,40,354,29.4573962814849,0,86,81,0.009165920896697505,Cluster_2
1103,thomasmary,5,0.5270076245815337,133,20,96,10,0.0,0,33,0,0.0005199423905468004,Cluster_2
1104,debra18,38,0.5615945077121942,739,175,20,73,0.0,0,30,40,0.006666742206498669,Cluster_3
1105,bentondavid,1,0.17081370630621073,0,3,0,5,16.949621816223733,89,0,11,0.0002080998145807507,Cluster_3
1106,hancockkelsey,18,0.19769030311448754,265,2351,29,26,116.89216603301618,70,0,0,0.0011876759264466007,Cluster_3
1107,ryanjackson,1,0.3188173228730047,0,154,62,2,159.4896581525684,53,1,0,2.3518752674513466e-05,Cluster_3
1108,zsmith,2,0.5934964158218514,45,1,4,0,1.3360290017102516,42,41,55,0.00018320425220151295,Cluster_2
1109,parkcarol,130,0.21011777594021452,2671,9,13,264,0.0,0,50,42,0.0065549633914768245,Cluster_2
1110,shannonhenry,5,0.11633172713326123,156,143,3,17,28.28923682526959,37,0,0,0.0008754266647993137,Cluster_2
1111,robert79,10,0.9701168864184322,211,275,0,30,62.763042292999586,46,18,16,0.0022012603093517174,Cluster_1
1112,karl07,27,0.021981814809622913,523,3,93,59,12.201769993130235,0,0,25,0.002218996545756677,Cluster_2
1113,bryan82,15,0.8026974053360216,313,119,19,34,29.783349418452904,47,0,2,0.002199021068436149,Cluster_1
1114,rogersjorge,9,0.7880351495750221,154,0,220,16,0.0,38,5,8,0.0008199075537035767,Cluster_1
1115,brandon81,12,0.297214113845096,325,28,72,39,24.252056285484823,0,35,46,8.401897753740293e-05,Cluster_3
1116,orrjoseph,271,0.1356266160073134,5410,245,11,544,13.684468549970106,71,118,109,0.01631230080627945,Cluster_2
1117,millerkevin,6,0.14562864670542341,115,12,17,0,0.0,0,17,7,0.00022652772150466425,Cluster_3
1118,newmanpamela,9,0.6974316172371925,69,2,46,1,11.018036889644216,0,24,0,0.0006461048403939013,Cluster_2
1119,thomas28,35,0.6428065910861737,690,43,85,70,0.0,91,41,0,0.0005553583285004656,Cluster_3
1120,johnsonsamantha,38,0.7827456742513867,801,11,32,71,0.0,0,0,0,0.004950632255341791,Cluster_3
1121,ilopez,43,0.9374811723991047,806,102,105,76,4.967607669808205,43,0,0,0.008459131804977395,Cluster_3
1122,webbcynthia,19,0.691927363266592,342,6,12,30,11.096641294936408,0,0,0,0.0032521732674836183,Cluster_3
1123,zwilliamson,1,0.15585153655144346,59,8,4,4,11.032161372891258,19,24,60,9.704499160595685e-05,Cluster_2
1124,caitlin87,85,0.24344261676541068,1626,0,18,161,0.0,0,62,50,0.0073851607738913555,Cluster_2
1125,rodrigueztaylor,1,0.8421937308731146,72,44,27,5,37.38829323083336,19,0,0,0.00016402877293086144,Cluster_1
1126,baileyjonathan,11,0.20930607583420857,193,24,3,23,51.513578368649306,0,69,40,0.0003757924879900752,Cluster_3
1127,rmcdonald,2,0.07252231695448141,20,3,2,0,0.0,18,0,0,0.000246304345985737,Cluster_3
1128,schmidtkristen,6,0.7032800540422505,63,46,39,4,25.125106313810736,35,32,48,0.0008534449721830997,Cluster_1
1129,hthomas,12,0.40252635549014204,258,210,10,19,17.808459417779677,99,51,0,0.0007248244578392497,Cluster_1
1130,thompsonmichelle,11,0.9200400525459036,342,22,15,39,0.0,0,8,17,0.0004516321751874329,Cluster_3
1131,tvasquez,13,0.6502550710936615,299,53,11,26,3.1089420643514973,0,0,0,0.001974320961319019,Cluster_1
1132,amberanderson,83,0.09041897779166075,1616,54,196,156,0.0,109,19,1,0.004930953634181867,Cluster_2
1133,stephen89,14,0.9478565672536607,336,3,133,34,0.0,114,0,31,0.0010749489496856542,Cluster_1
1134,jessesilva,5,0.2585572636402459,84,1341,3,4,267.2613134832879,0,34,0,5.809911446957208e-05,Cluster_3
1135,victoria26,31,0.33721249040628576,688,14,9,66,0.0,9,0,0,0.0009168546830071984,Cluster_2
1136,crawfordjohn,44,0.40226041368354204,920,107,71,93,12.559468951579346,0,0,15,0.00675231331811047,Cluster_2
1137,gonzalesmichael,1,0.05122429640431325,0,132,49,0,112.72477918176935,10,11,18,0.00014279061437667123,Cluster_1
1138,michaelroberts,18,0.49651542223060485,309,25,18,42,0.0,62,26,17,0.0013974095460855237,Cluster_2
1139,rogerreyes,21,0.12331849107529225,467,98,3,46,0.0,0,69,53,0.002835410931764136,Cluster_1
1140,zmosley,4,0.40097032668835175,87,51,7,11,56.26908323670973,12,0,0,0.0004395772606999883,Cluster_3
1141,hannah74,58,0.3507097879920843,1108,2,9,101,0.0,0,24,62,0.0061424186060267515,Cluster_1
1142,pmartin,5,0.7728400834265033,68,18,30,2,12.322461775395807,0,37,0,0.0007574168045689463,Cluster_2
1143,kleinryan,8,0.8031705116327311,64,10,258,0,0.0,177,7,33,0.0003590708293099453,Cluster_2
1144,william90,5,0.153412882389088,95,14,7,4,0.0,0,0,4,0.0007477569608098797,Cluster_2
1145,bakerwilliam,7,0.3665511873792262,250,3,4,27,12.507190002178083,16,27,31,0.0012016759310337743,Cluster_3
1146,leeward,1,0.3733531610318317,60,251,17,11,262.09637429677844,23,0,19,4.281019965637699e-05,Cluster_3
1147,vking,0,0.15141044393608505,109,592,94,12,inf,4,25,28,0.0,Cluster_2
1148,murraysamuel,80,0.7984535050511905,1644,192,2,163,0.0,8,2,0,0.0026462917429307246,Cluster_1
1149,marklee,2,0.7072283283354233,91,326,177,5,175.4428194740128,41,0,0,0.00034037415565729793,Cluster_1
1150,ryanbenjamin,1,0.19038178629703473,118,17,15,17,28.047543860186885,33,0,0,0.0001833210649742283,Cluster_1
1151,alexander01,0,0.36672190859379905,18,10,6,12,inf,0,0,0,0.0,Cluster_2
1152,brooke68,2,0.10580502485651422,30,8,1,3,12.838887676167564,0,3,9,0.0002195984525873416,Cluster_3
1153,gibsonchristina,1,0.6282065970930439,71,105,57,11,96.0834103804893,15,0,15,0.00011722278942701673,Cluster_1
1154,dustin08,86,0.12137192454861967,1792,49,15,180,0.0,63,51,40,0.013120112571179059,Cluster_2
1155,zconner,33,0.9859341686249178,636,28,25,67,0.9277284709063524,19,22,0,0.004442264642554411,Cluster_2
1156,debraali,2,0.7806820746878623,3,340,5,0,180.38065482183035,50,0,0,0.0003551787990667109,Cluster_2
1157,sanchezsandra,216,0.39023854958399506,4326,68,12,430,6.4998202058634895,33,121,56,0.02412358052654429,Cluster_1
1158,brian70,32,0.5785639322793544,681,7,9,70,10.402003601533448,31,22,0,0.004234620347937796,Cluster_3
1159,ihernandez,4,0.9113418162164088,119,9,17,17,0.0,0,0,0,0.00011476654166061188,Cluster_1
1160,kenneth96,0,0.5540992803958261,0,113,7,0,inf,54,54,32,0.0,Cluster_2
1161,zlutz,229,0.17449848639795518,4675,215,2,457,0.0,0,126,110,0.05708173212911856,Cluster_1
1162,andrew05,0,0.3787033555811593,0,89,1203,0,inf,515,23,0,0.0,Cluster_3
1163,longjason,0,0.8431448650297454,0,1006,2,5,inf,0,32,0,0.0,Cluster_2
1164,cisnerostimothy,34,0.6442130159896179,634,628,26,55,14.593485109348439,35,37,7,0.0031817798346900966,Cluster_3
1165,richardgreen,287,0.6507243843338003,5874,73,1,581,10.899110137727206,0,205,131,0.016052980563788913,Cluster_1
1166,matthewsjennifer,58,0.8668214856884892,1172,7,1,117,15.37090190902571,0,33,50,0.007699415444593671,Cluster_2
1167,pthompson,17,0.8939730574625047,297,3,23,29,31.41528533197094,0,8,2,0.004064429795523517,Cluster_2
1168,david19,18,0.9197925717794363,403,16,26,43,11.293586805398107,52,0,0,0.00154014787744724,Cluster_1
1169,richardcruz,26,0.0948491932531561,558,128,133,49,10.461340839070987,150,5,0,0.0017451032609324233,Cluster_1
1170,carrieevans,23,0.5441260019631009,450,887,36,43,29.63931516101797,7,0,4,0.002964721868669334,Cluster_1
1171,laurabruce,11,0.7405095212183186,262,70,16,32,0.0,34,25,39,0.00044270956415117717,Cluster_1
1172,dannyoneill,8,0.7569268451270138,118,271,4,5,53.279970293363114,27,0,45,0.0003469139775403994,Cluster_1
1173,xshelton,6,0.6067162019700039,95,21,190,16,22.52140703477817,172,5,0,0.00039781461819070107,Cluster_1
1174,leslie98,2,0.16678733518367417,0,101,80,0,28.959745983024547,7,17,13,0.00033337184196701353,Cluster_1
1175,miguel41,4,0.7974205539416643,13,145,3,5,50.71191774306963,0,6,0,0.0004711260780829921,Cluster_3
1176,krobinson,0,0.7201113335149457,90,0,21,7,,0,0,0,0.0,Cluster_1
1177,juarezkelly,6,0.08613577154903629,202,15,24,14,0.0,15,23,0,0.0011599068701014092,Cluster_2
1178,burnsjames,1,0.46380982467437626,23,182,11,0,192.80913609578354,130,0,0,0.0002141510007750078,Cluster_3
1179,yhogan,1,0.17397739952180358,103,54,63,13,33.00907081036385,33,0,0,0.00013424134664343155,Cluster_2
1180,danielsalison,9,0.3374770457129719,171,3,69,17,0.0,0,0,61,0.0015120345675776314,Cluster_3
1181,jwaters,59,0.018081092205685434,1167,0,15,122,0.0,0,71,31,0.0029300227727341514,Cluster_3
1182,victoriapham,29,0.40032986841075824,582,17,13,65,5.742501001651503,69,59,60,0.002759715459939771,Cluster_1
1183,lisafox,0,0.5498769211562105,0,29,190,0,inf,52,15,0,0.0,Cluster_3
1184,libryan,1,0.6195825928270868,9,6,81,0,63.342136343759485,73,24,70,8.762510935371004e-05,Cluster_1
1185,mccarthybrooke,30,0.6634903451287101,657,42,22,59,8.977024584699489,0,0,8,0.0019232921926989202,Cluster_1
1186,wendy90,1,0.83629131310246,27,82,1,0,84.942836385974,0,0,20,1.968953738359369e-05,Cluster_3
1187,nsmith,5,0.21546290727573003,135,110,33,19,30.59182606628182,46,39,8,0.0006095617765633016,Cluster_3
1188,mooneymatthew,16,0.12048182243846794,371,0,57,39,0.0,0,20,36,0.0013499037145921916,Cluster_2
1189,pjefferson,1,0.8515371718979257,39,3,0,1,21.589581241870775,21,2,9,8.577648829009708e-05,Cluster_2
1190,rogersmatthew,8,0.1566128148926499,111,19,29,11,9.595038923542033,39,0,0,0.0004943312779586266,Cluster_3
1191,qmanning,0,0.9747600813361953,0,92,10,7,inf,32,35,0,0.0,Cluster_2
